ID,a1,a2,a3,a4,a5,a6,d1,d2,d3,d4,d5,d6,res,oxd
pdb3e9b,8,8,8,7,8,8,2.0752100944519043,2.292501211166382,2.45015549659729,2.45709228515625,2.473569393157959,2.479552745819092,2.15,2
pdb3bkz,7,7,8,8,8,8,2.161608934402466,2.169945001602173,2.2184267044067383,2.2954132556915283,2.2957406044006348,2.3173651695251465,1.65,2
pdb1lod,8,8,8,7,8,1,1.898689866065979,2.156677722930908,2.159514904022217,2.1855173110961914,2.259369373321533,10.0,2.05,2
pdb1lod,8,8,8,8,1,1,1.996929407119751,2.025106430053711,2.282106876373291,2.437698602676392,10.0,10.0,2.05,3
pdb1lod,8,8,8,8,8,1,1.9520807266235352,2.04370379447937,2.1194887161254883,2.326528310775757,2.3967301845550537,10.0,2.05,2
pdb1lod,8,8,8,8,8,7,1.973102331161499,2.024914264678955,2.284148693084717,2.292896747589112,2.3473010063171387,2.4374654293060303,2.05,3
pdb5iw0,8,8,7,7,7,7,2.068434000015259,2.173765182495117,2.262808561325073,2.266486167907715,2.272034168243408,2.2903032302856445,1.63,2
pdb4hr4,8,8,8,7,8,8,1.7247474193572998,1.9753893613815308,2.0694706439971924,2.107329607009888,2.152008295059204,2.2870030403137207,1.9,3
pdb1s4o,8,8,8,8,7,8,2.191932201385498,2.2188503742218018,2.2842936515808105,2.3113179206848145,2.3149704933166504,2.4785969257354736,2.01,2
pdb1s4o,8,8,8,8,7,8,2.1445682048797607,2.232347011566162,2.246795654296875,2.307673215866089,2.311431169509888,2.3237104415893555,2.01,2
pdb4wlm,7,8,8,8,1,1,1.8937630653381348,2.120769739151001,2.328300952911377,2.4544405937194824,10.0,10.0,3.0,2
pdb1lnc,7,8,7,8,8,1,2.0542807579040527,2.073439836502075,2.094648599624634,2.217008113861084,2.3262624740600586,10.0,1.8,2
pdb1lnc,8,8,8,8,8,8,1.9873002767562864,2.011217832565308,2.0157129764556885,2.0851643085479736,2.1818220615386963,2.2051522731781006,1.8,3
pdb1lnc,8,8,8,8,8,8,2.140575885772705,2.146867275238037,2.159876108169556,2.197995185852051,2.240499496459961,2.2560064792633057,1.8,2
pdb4nhk,8,8,7,8,7,7,2.0987088680267334,2.119246006011963,2.142796277999878,2.1766812801361084,2.212987899780273,2.280214786529541,1.9,2
pdb2vnq,8,8,7,7,7,8,2.0005428791046143,2.0549685955047607,2.148010015487671,2.1581475734710693,2.1645712852478027,2.344266414642334,2.2,2
pdb2vnq,8,7,8,7,7,8,1.899296879768372,2.110586881637573,2.1596007347106934,2.1747922897338867,2.187082290649414,2.373595952987671,2.2,2
pdb1cjk,8,8,8,8,1,1,1.9832123517990112,2.1646671295166016,2.25437068939209,2.2596030235290527,10.0,10.0,3.0,2
pdb5fz7,8,7,8,7,8,8,2.077236652374268,2.1235361099243164,2.16680121421814,2.229743719100952,2.239253520965576,2.4337146282196045,2.3,2
pdb5uj2,8,8,8,8,8,8,1.9647716283798216,2.025463342666626,2.1135265827178955,2.22673773765564,2.3427255153656006,2.346079111099243,2.9,3
pdb5uj2,8,8,8,8,8,8,1.9635573625564573,2.0671310424804688,2.1168088912963867,2.1450536251068115,2.237576961517334,2.3864102363586426,2.9,2
pdb4xtp,8,8,8,8,8,7,1.910792112350464,1.9676378965377808,2.097405433654785,2.1184306144714355,2.130871295928955,2.141732931137085,1.97,3
pdb5npk,8,8,8,8,8,8,2.140009880065918,2.180696964263916,2.202676773071289,2.2102887630462646,2.21312952041626,2.398793935775757,1.98,2
pdb5npk,8,8,8,8,8,8,2.1817827224731445,2.1948721408843994,2.2343780994415283,2.273761510848999,2.435199737548828,2.484678268432617,1.98,2
pdb5npk,8,8,8,8,8,8,2.165771722793579,2.204261064529419,2.206828594207764,2.2488412857055664,2.2703261375427246,2.3701891899108887,1.98,2
pdb5npk,8,8,8,8,8,8,1.987446904182434,2.080163717269897,2.192207336425781,2.240419864654541,2.2489538192749023,2.3063971996307373,1.98,2
pdb5tir,8,8,7,7,7,1,2.0058913230896,2.1042463779449463,2.176558017730713,2.187339305877685,2.20755672454834,10.0,1.62,2
pdb5tir,8,8,7,7,7,1,2.0102641582489014,2.0499367713928223,2.1659624576568604,2.185842275619507,2.222342729568481,10.0,1.62,2
pdb5tir,8,8,7,7,7,1,1.996085524559021,2.1188831329345703,2.172147512435913,2.1742472648620605,2.221893787384033,10.0,1.62,2
pdb5tir,8,8,7,7,7,1,2.005063056945801,2.0800275802612305,2.1380186080932617,2.182390689849853,2.1907126903533936,10.0,1.62,2
pdb3itt,7,8,8,8,8,1,1.851731896400452,2.025721788406372,2.0887258052825928,2.2179272174835205,2.454869747161865,10.0,1.96,3
pdb3itt,8,7,8,8,8,8,1.8635650873184204,2.0201244354248047,2.209051609039306,2.251814365386963,2.268643856048584,2.3571972846984863,1.96,3
pdb3itt,7,8,8,8,1,1,1.9117751121521,1.9691267013549805,1.978715777397156,2.1501400470733643,10.0,10.0,1.96,3
pdb3itt,8,7,8,8,8,8,1.7801039218902588,2.0984668731689453,2.181810140609741,2.359669208526612,2.43761682510376,2.4408950805664062,1.96,2
pdb3itt,8,8,7,8,1,1,1.797502875328064,1.8607409000396729,2.0816495418548584,2.2465262413024902,10.0,10.0,1.96,3
pdb3itt,7,8,8,8,1,1,1.917646050453186,1.978804588317871,2.0448129177093506,2.242459297180176,10.0,10.0,1.96,3
pdb3itt,8,8,7,8,8,8,1.811625361442566,1.9666850566864007,2.081087112426758,2.3179664611816406,2.398836135864258,2.4727840423583984,1.96,3
pdb4fro,8,8,8,8,8,1,2.1568057537078857,2.2015914916992188,2.215078115463257,2.251904010772705,2.2611327171325684,10.0,1.75,2
pdb4gjj,8,8,8,8,7,8,2.030839681625366,2.1406166553497314,2.1754391193389893,2.1905112266540527,2.2281603813171387,2.460116147994995,2.38,2
pdb4gjj,8,7,8,8,8,8,1.9670732021331787,2.022392749786377,2.154526710510254,2.19051480293274,2.3461453914642334,2.40430760383606,2.38,3
pdb4gjj,7,8,8,8,8,8,1.9824706315994265,2.119382858276367,2.207994222640991,2.2912654876708984,2.295459747314453,2.409048795700073,2.38,2
pdb4gjj,7,8,8,8,8,8,2.031101942062378,2.061257123947144,2.0764856338500977,2.152672052383423,2.1997907161712646,2.328382730484009,2.38,2
pdb4gjj,8,8,7,8,8,1,2.0272810459136963,2.086193561553955,2.133350849151612,2.272660493850708,2.4611082077026367,10.0,2.38,2
pdb3vni,8,8,8,8,1,1,2.179492950439453,2.201040267944336,2.428576946258545,2.436401844024658,10.0,10.0,1.98,2
pdb3vni,8,8,8,7,1,1,2.011051893234253,2.262757539749145,2.3189828395843506,2.430715084075928,10.0,10.0,1.98,2
pdb4mmx,8,8,8,8,8,8,2.1265082359313965,2.155758857727051,2.162391424179077,2.1650853157043457,2.1830477714538574,2.2855987548828125,3.32,2
pdb4mmx,8,8,8,8,8,8,2.052603006362915,2.1498310565948486,2.1682820320129395,2.17053747177124,2.1743874549865723,2.1800715923309326,3.32,2
pdb4mmx,8,8,8,8,8,8,2.1551177501678467,2.155278444290161,2.159510374069214,2.161416292190552,2.1619131565093994,2.1661951541900635,3.32,2
pdb4mmx,8,8,8,8,8,8,2.076606035232544,2.149235963821411,2.166198968887329,2.166454792022705,2.176311492919922,2.188005208969116,3.32,2
pdb4mmx,8,8,8,8,8,8,2.1545917987823486,2.155768871307373,2.156512260437012,2.157001256942749,2.198688507080078,2.2639400959014893,3.32,2
pdb4mmx,8,8,8,8,8,8,2.1330883502960205,2.1414499282836914,2.163473129272461,2.1726067066192627,2.18911361694336,2.1952147483825684,3.32,2
pdb4mmx,8,8,8,8,8,8,2.143913507461548,2.1473522186279297,2.149115085601806,2.1534535884857178,2.157678842544556,2.173632860183716,3.32,2
pdb4mmx,8,8,8,8,8,8,2.123122215270996,2.1309945583343506,2.17087984085083,2.1769251823425293,2.178760766983032,2.4074137210845947,3.32,2
pdb3rvm,8,8,8,8,8,8,2.20568323135376,2.3011631965637207,2.330132246017456,2.337720394134521,2.374336004257202,2.384766101837158,1.45,2
pdb6btg,7,7,7,8,8,8,2.05957293510437,2.0908620357513428,2.120842695236206,2.3482744693756104,2.35494327545166,2.479208707809448,1.7,2
pdb4pgl,8,8,8,8,7,8,2.132708072662353,2.149391889572144,2.189723253250122,2.262820243835449,2.285563468933105,2.298888683319092,2.1,2
pdb4pgl,7,7,7,7,1,1,2.1768269538879395,2.2037365436553955,2.23656964302063,2.3460676670074463,10.0,10.0,2.1,2
pdb4pgl,8,8,8,8,7,8,1.991328716278076,2.084511995315552,2.125473022460937,2.2224490642547607,2.255399942398072,2.453070163726806,2.1,2
pdb4pgl,8,8,8,8,8,7,2.118096113204956,2.1936516761779785,2.2450196743011475,2.2630507946014404,2.2779996395111084,2.312812328338623,2.1,2
pdb4pgl,8,8,8,8,7,8,2.071657180786133,2.137516498565674,2.186683654785156,2.188483953475952,2.2856624126434326,2.317028045654297,2.1,2
pdb2whx,8,8,8,8,8,8,2.1323158740997314,2.154366970062256,2.1838669776916504,2.19756293296814,2.344639301300049,2.4589970111846924,2.2,2
pdb3pzt,8,8,8,8,1,1,2.153816938400269,2.3736486434936523,2.4230544567108154,2.4909234046936035,10.0,10.0,1.97,2
pdb5w3i,8,8,8,8,8,7,2.147674322128296,2.1591134071350098,2.159550428390503,2.194986343383789,2.283127784729004,2.314738750457764,1.95,2
pdb5w3i,8,8,8,8,8,8,2.0262529850006104,2.0656094551086426,2.0915510654449463,2.1213161945343018,2.182464361190796,2.3348913192749023,1.95,2
pdb3uk9,7,8,8,8,1,1,2.0278539657592773,2.139181613922119,2.235691785812378,2.399862766265869,10.0,10.0,3.11,2
pdb3uk9,8,8,7,8,1,1,2.004909038543701,2.025573253631592,2.043246269226074,2.191201448440552,10.0,10.0,3.11,2
pdb3uk9,8,8,8,7,8,1,1.8641183376312256,1.906872034072876,1.9928680658340447,2.100090503692627,2.4903430938720703,10.0,3.11,3
pdb3uk9,8,7,8,8,1,1,1.9768716096878047,2.1915671825408936,2.292931318283081,2.406144857406616,10.0,10.0,3.11,2
pdb3uk9,8,7,8,8,1,1,2.053883075714112,2.0612380504608154,2.078361749649048,2.219322681427002,10.0,10.0,3.11,2
pdb3uk9,8,8,7,8,8,1,2.0002007484436035,2.028927803039551,2.247901678085327,2.332082986831665,2.4451587200164795,10.0,3.11,3
pdb3uk9,8,7,8,8,1,1,1.9458345174789429,2.08982801437378,2.1007795333862305,2.422055244445801,10.0,10.0,3.11,2
pdb3uk9,8,8,7,8,1,1,1.9465651512146,2.008773803710937,2.081634521484375,2.101636409759521,10.0,10.0,3.11,3
pdb5d8u,8,7,8,8,8,8,2.121255874633789,2.164815187454224,2.184891939163208,2.1914522647857666,2.231839418411255,2.289731025695801,2.29,2
pdb5d8u,8,8,8,8,8,8,2.1457977294921875,2.1629109382629395,2.1651618480682373,2.2465782165527344,2.2534217834472656,2.425466775894165,2.29,2
pdb3ze1,8,8,8,8,8,8,2.059280633926392,2.069924831390381,2.082149267196656,2.1332929134368896,2.149799346923828,2.167155504226685,3.0,2
pdb3ze1,8,8,8,8,8,8,2.143812894821167,2.260601043701172,2.279055118560791,2.2811508178710938,2.281467199325561,2.2872557640075684,3.0,2
pdb3ze1,8,8,8,8,8,1,2.045342206954956,2.0621728897094727,2.081937313079834,2.138341188430786,2.293972969055176,10.0,3.0,2
pdb3ze1,8,8,8,8,8,8,2.0641329288482666,2.1119613647460938,2.25849986076355,2.2597618103027344,2.276500940322876,2.338599681854248,3.0,2
pdb5v0a,8,8,8,8,8,8,2.09323787689209,2.0944137573242188,2.144236326217652,2.193734169006348,2.2449395656585693,2.478315591812134,2.38,2
pdb5v0a,8,8,8,8,8,8,2.1360886096954346,2.197798013687134,2.2087481021881104,2.218250274658203,2.2196953296661377,2.2261908054351807,2.38,2
pdb1ixb,8,7,7,7,8,1,2.051865816116333,2.1325483322143555,2.143402099609375,2.1746044158935547,2.273919582366944,10.0,0.9,2
pdb1ixb,8,7,7,7,8,1,2.0379605293273926,2.126152992248535,2.1486401557922363,2.18107008934021,2.2588253021240234,10.0,0.9,2
pdb1k4o,8,8,8,8,7,8,2.061850070953369,2.176986694335937,2.192723512649536,2.2272067070007324,2.2454869747161865,2.386852741241455,1.1,2
pdb5mby,8,8,8,7,8,1,2.132687568664551,2.141880989074707,2.148077726364136,2.180508136749268,2.2177443504333496,10.0,1.55,2
pdb5mby,8,8,8,8,7,8,2.109571933746338,2.119588851928711,2.132031917572021,2.256313800811768,2.2703022956848145,2.2912282943725586,1.55,2
pdb5mby,8,8,8,7,8,1,2.1544439792633057,2.168055295944214,2.169968843460083,2.18859601020813,2.2271203994750977,10.0,1.55,2
pdb5mby,8,8,8,8,8,7,2.0478248596191406,2.1296632289886475,2.174868583679199,2.286691904067993,2.289293050765991,2.341459035873413,1.55,2
pdb1fjm,8,8,7,7,8,1,1.909330368041992,1.9678099155426023,2.129140615463257,2.284808397293091,2.312523365020752,10.0,2.1,3
pdb1fjm,8,8,8,8,7,1,2.044010877609253,2.058788061141968,2.16782283782959,2.250074625015259,2.256196975708008,10.0,2.1,2
pdb1fjm,8,8,7,8,7,1,1.995357036590576,2.0492165088653564,2.0884900093078613,2.214303731918335,2.268305540084839,10.0,2.1,2
pdb1fjm,8,8,8,7,8,1,1.9025994539260864,2.05021333694458,2.1836483478546143,2.2715680599212646,2.2997424602508545,10.0,2.1,2
pdb3m0x,8,7,8,8,8,8,2.0758161544799805,2.132769823074341,2.1456186771392822,2.1599037647247314,2.277148962020874,2.2857799530029297,1.79,2
pdb3m0x,8,8,7,8,8,8,1.8678185939788816,2.0219383239746094,2.1003849506378174,2.110287666320801,2.194669246673584,2.198572397232056,1.79,3
pdb3m0x,8,7,8,8,8,8,2.121909618377685,2.124385356903076,2.1342132091522217,2.15948224067688,2.26592230796814,2.3389477729797363,1.79,2
pdb3m0x,8,7,8,8,8,8,2.006505489349365,2.061811685562134,2.166607618331909,2.2030272483825684,2.217808961868286,2.22412657737732,1.79,2
pdb3m0x,8,7,8,8,8,8,2.033371686935425,2.1650404930114746,2.2044005393981934,2.2712416648864746,2.3037147521972656,2.318068504333496,1.79,2
pdb3m0x,8,8,8,7,8,8,1.951423168182373,2.0986385345458984,2.1115944385528564,2.181792736053467,2.1890740394592285,2.311559200286865,1.79,2
pdb3m0x,8,7,8,8,8,8,2.016784429550171,2.153850793838501,2.174450635910034,2.2574174404144287,2.287508964538574,2.3694751262664795,1.79,2
pdb3m0x,8,8,8,7,8,8,1.9449714422225952,2.027339220046997,2.104907989501953,2.1443417072296143,2.188720464706421,2.3059747219085693,1.79,3
pdb6ev8,8,8,8,8,8,8,2.0871472358703613,2.144717216491699,2.149489164352417,2.1918461322784424,2.210721015930176,2.2303926944732666,1.03,2
pdb5c4d,8,8,8,8,1,1,2.164345026016236,2.2052347660064697,2.24279522895813,2.32600736618042,10.0,10.0,1.4,2
pdb4rfr,8,8,8,7,8,7,2.022090673446656,2.078432559967041,2.150991916656494,2.282844305038452,2.3336291313171387,2.346657514572144,1.5,2
pdb4gwc,8,8,7,8,8,1,2.114930391311645,2.1378931999206543,2.274110078811645,2.305612325668335,2.3982675075531006,10.0,1.9,2
pdb4gwc,8,7,8,8,8,1,2.0300772190093994,2.180522918701172,2.1933813095092773,2.287773370742798,2.43766450881958,10.0,1.9,2
pdb4gwc,7,8,8,8,8,1,2.0557117462158203,2.095299005508423,2.154543399810791,2.4656524658203125,2.478379249572754,10.0,1.9,2
