ID,a1,a2,a3,a4,a5,a6,d1,d2,d3,d4,d5,d6,oxd
YOFXID.Cu(ii).pdb,N,N,N,,NE,NE,1.9950003623962402,2.0159292221069336,2.0537667274475098,2.2129416465759277,100.0,100.0,2
XEYHAK.Cu(ii).pdb,O,O,N,O,O,NE,1.9490554332733154,1.9490556716918945,1.987846851348877,2.4044673442840576,2.4044675827026367,100.0,2
GAHLEH.Cu(ii).pdb,O,O,O,O,NE,NE,1.9592868089675903,1.9595513343811035,1.9731050729751587,1.97381591796875,100.0,100.0,2
JISLOP.Cu(ii).pdb,O,N,NE,NE,NE,NE,1.9714539051055908,1.9716606140136719,100.0,100.0,100.0,100.0,2
SAPCOC.Cu(ii).pdb,O,O,N,N,NE,NE,1.9569746255874634,1.9801703691482544,2.0088894367218018,2.010283946990967,100.0,100.0,2
HOTREO01.Cu(ii).pdb,O,O,N,N,O,NE,1.9635156393051147,1.9822081327438354,2.0113229751586914,2.012890338897705,2.2596435546875,100.0,2
OBIXEC.Cu(ii).pdb,N,N,N,O,NE,NE,1.887460708618164,1.9272347688674927,1.9443895816802979,2.0464508533477783,100.0,100.0,2
EZIWAL.Cu(ii).pdb,CL,CL,CL,CL,NE,NE,2.2173995971679688,2.2313051223754883,2.269705295562744,2.2829370498657227,100.0,100.0,2
ZUXLAI.Cu(ii).pdb,O,N,NE,NE,NE,NE,1.932583212852478,1.9845151901245117,100.0,100.0,100.0,100.0,2
WENHUU.Cu(ii).pdb,N,N,N,N,N,NE,1.98403799533844,1.9850114583969116,2.0110459327697754,2.0972163677215576,2.107732057571411,100.0,2
DOVTIS.Cu(ii).pdb,O,O,N,N,O,O,1.9701340198516846,1.9736191034317017,1.9930402040481567,2.0055108070373535,2.30572247505188,2.47703218460083,2
ANAKUY.Cu(ii).pdb,O,O,O,O,O,NE,1.9472392797470093,1.950307011604309,1.9697545766830444,1.9718327522277832,2.112621784210205,100.0,2
IMZCUC.Cu(ii).pdb,N,N,N,N,NE,NE,1.962993860244751,1.9862991571426392,2.0576252937316895,2.0576252937316895,100.0,100.0,2
BACKOH.Cu(ii).pdb,N,N,N,O,O,NE,1.937013030052185,1.9793055057525635,1.9810688495635986,1.99941885471344,2.2626583576202393,100.0,2
BAHDUM.Cu(ii).pdb,O,O,N,N,O,O,1.9607843160629272,1.9807157516479492,2.0323376655578613,2.040642261505127,2.4269726276397705,2.4297139644622803,2
PIBXEF.Cu(ii).pdb,N,N,N,CL,CL,NE,1.9948432445526123,2.0527236461639404,2.0680830478668213,2.220494031906128,2.499091386795044,100.0,2
CTDGCU.Cu(ii).pdb,O,CL,CL,S,O,NE,2.02436900138855,2.2581489086151123,2.258680820465088,2.3213839530944824,2.428438901901245,100.0,2
NASLOJ.Cu(ii).pdb,N,N,N,N,O,O,1.9543572664260864,1.980490803718567,2.043513536453247,2.061298131942749,2.344611644744873,2.371025562286377,2
CEDPIL.Cu(ii).pdb,N,N,O,N,O,NE,1.9333614110946655,1.9742480516433716,1.9998126029968262,2.029092788696289,2.2605936527252197,100.0,2
NUYMEA.Cu(ii).pdb,O,N,O,N,O,NE,1.9760925769805908,1.9806959629058838,1.9909214973449707,2.021955966949463,2.281126022338867,100.0,2
ARAJUA.Cu(ii).pdb,O,O,NE,NE,NE,NE,1.9565403461456299,1.9565403461456299,100.0,100.0,100.0,100.0,2
UPOTEA.Cu(ii).pdb,O,N,O,N,O,NE,1.9230543375015259,1.9306851625442505,1.9602106809616089,2.0225830078125,2.279034376144409,100.0,2
PIWJAH.Cu(ii).pdb,N,O,O,N,NE,NE,1.9164854288101196,1.9298712015151978,1.9318822622299194,1.949405312538147,100.0,100.0,2
VIPXAV.Cu(ii).pdb,O,O,N,N,NE,NE,1.8817873001098633,1.8927772045135498,1.9693540334701538,1.9918700456619263,100.0,100.0,2
AVATAS.Cu(ii).pdb,N,N,N,N,NE,NE,2.2543187141418457,2.255524158477783,2.333042860031128,2.3337595462799072,100.0,100.0,2
YITRIC.Cu(ii).pdb,O,O,O,O,NE,NE,1.9606146812438965,1.961290955543518,2.2497684955596924,2.250051498413086,100.0,100.0,2
NETNUX.Cu(ii).pdb,N,N,N,N,N,NE,2.016577959060669,2.029932975769043,2.0349223613739014,2.085580587387085,2.157621383666992,100.0,2
WUTNUU.Cu(ii).pdb,O,O,N,N,NE,NE,1.9321619272232056,1.9324153661727905,2.091707706451416,2.092532157897949,100.0,100.0,2
SUFCAX.Cu(ii).pdb,N,O,O,N,NE,NE,1.8786542415618896,1.934169888496399,1.9446735382080078,2.0062038898468018,100.0,100.0,2
ZAZCAE.Cu(ii).pdb,N,O,N,N,NE,NE,1.8881021738052368,1.888259768486023,1.9641392230987549,1.9871861934661865,100.0,100.0,2
DADWUA.Cu(ii).pdb,O,O,N,N,O,NE,1.9315294027328491,1.9735352993011475,2.004467248916626,2.0072953701019287,2.436248540878296,100.0,2
PIBLUK.Cu(ii).pdb,N,N,N,N,O,O,1.9847280979156494,1.985312581062317,2.02200984954834,2.022880792617798,2.4795994758605957,2.479599714279175,2
MASQIJ03.Cu(ii).pdb,O,O,N,N,NE,NE,1.9210315942764282,1.922484040260315,1.9600502252578735,1.9607248306274414,100.0,100.0,2
QOJDOI.Cu(ii).pdb,N,N,N,N,NE,NE,1.9768128395080566,2.0157973766326904,2.0240485668182373,2.0454704761505127,100.0,100.0,2
QAGGOV.Cu(ii).pdb,O,N,N,O,NE,NE,1.8388769626617432,1.9218584299087524,1.9882732629776,2.0818846225738525,100.0,100.0,2
BEHKEI.Cu(ii).pdb,O,O,N,O,NE,NE,1.9736377000808716,1.9738136529922485,2.005758762359619,2.3663105964660645,100.0,100.0,2
OHEZIN.Cu(ii).pdb,N,O,NE,NE,NE,NE,1.9708726406097412,1.978582739830017,100.0,100.0,100.0,100.0,2
FEYKAW.Cu(ii).pdb,N,N,N,N,NE,NE,1.987143874168396,1.987143874168396,2.006392002105713,2.006392002105713,100.0,100.0,2
CITQAZ.Cu(ii).pdb,O,N,O,NE,NE,NE,1.9445302486419678,1.988236427307129,2.487593412399292,100.0,100.0,100.0,2
