ID,a1,a2,a3,a4,a5,a6,d1,d2,d3,d4,d5,d6,oxd
NARTAD.Co(ii).pdb,O,O,N,N,N,N,2.0592525005340576,2.0592525005340576,2.1124112606048584,2.112828493118286,2.1600000858306885,2.17900013923645,2
SEBZUY.Co(ii).pdb,O,O,O,N,O,N,2.046837568283081,2.0796332359313965,2.0993399620056152,2.1059510707855225,2.123438835144043,2.159102439880371,2
CIBSIS.Co(ii).pdb,O,N,NE,NE,NE,NE,2.040057420730591,2.1264243125915527,100.0,100.0,100.0,100.0,2
NIQMAD.Co(ii).pdb,O,O,N,N,NE,NE,1.9208886623382568,1.9209407567977905,1.944582223892212,1.9496665000915527,100.0,100.0,2
UXEPOD.Co(ii).pdb,O,O,O,O,O,O,2.0495574474334717,2.0515270233154297,2.0538532733917236,2.069054126739502,2.082092761993408,2.086357355117798,2
WUFFEK.Co(ii).pdb,O,O,N,N,NE,NE,2.0557641983032227,2.0561134815216064,2.148366928100586,2.1490931510925293,100.0,100.0,2
LEWFUQ.Co(ii).pdb,O,O,O,O,N,O,2.0782268047332764,2.0935184955596924,2.0998082160949707,2.1189517974853516,2.1198348999023438,2.129864454269409,2
BURXIV.Co(ii).pdb,CL,CL,CL,CL,NE,NE,2.2568070888519287,2.2718918323516846,2.283388137817383,2.2932236194610596,100.0,100.0,2
NAZMEI.Co(ii).pdb,O,O,N,N,O,O,2.033984422683716,2.0345451831817627,2.1366560459136963,2.1372554302215576,2.154883623123169,2.155500888824463,2
KICDEG.Co(ii).pdb,N,N,N,N,N,N,2.1357083320617676,2.1588222980499268,2.1638996601104736,2.1883513927459717,2.1896021366119385,2.2309868335723877,2
CEXHAR.Co(ii).pdb,O,O,N,N,O,O,2.001734495162964,2.0047128200531006,2.086564302444458,2.0960683822631836,2.219015598297119,2.2316219806671143,2
METJAW.Co(ii).pdb,N,CL,N,CL,CL,NE,2.0947911739349365,2.2568514347076416,2.270305871963501,2.3303823471069336,2.4550156593322754,100.0,2
TABDUV.Co(ii).pdb,N,N,N,N,N,N,2.0456013679504395,2.050764322280884,2.1956210136413574,2.2142632007598877,2.218679428100586,2.2193546295166016,2
XUGXIH.Co(ii).pdb,N,N,CL,CL,NE,NE,2.015165090560913,2.037916421890259,2.2415075302124023,2.267505407333374,100.0,100.0,2
JUXJUJ.Co(ii).pdb,O,O,N,N,O,NE,2.0994393825531006,2.1001625061035156,2.1031734943389893,2.1031734943389893,2.1554934978485107,100.0,2
YEYYOS01.Co(ii).pdb,N,N,N,N,NE,NE,1.9593452215194702,1.9693446159362793,1.9719665050506592,2.1186680793762207,100.0,100.0,2
DEVYIN.Co(ii).pdb,O,O,O,O,O,O,2.0412631034851074,2.086768388748169,2.090357542037964,2.090618133544922,2.098447322845459,2.125675916671753,2
KEMKEU.Co(ii).pdb,O,O,N,N,N,N,1.8657944202423096,1.8802560567855835,1.9166767597198486,1.920866847038269,1.9210742712020874,1.9445441961288452,2
LAXWUG01.Co(ii).pdb,O,O,O,O,N,NE,2.0127947330474854,2.0795443058013916,2.0834312438964844,2.127009153366089,2.165013313293457,100.0,2
GIXBEW.Co(ii).pdb,N,N,CL,CL,NE,NE,2.1545212268829346,2.1554479598999023,2.464620351791382,2.464879274368286,100.0,100.0,2
ASUDIB.Co(ii).pdb,O,O,O,O,O,O,2.0663440227508545,2.066662549972534,2.0894463062286377,2.09083890914917,2.1486973762512207,2.148899555206299,2
RAVLIJ.Co(ii).pdb,N,N,N,N,CL,CL,2.1552627086639404,2.156428098678589,2.1639151573181152,2.1674447059631348,2.416058301925659,2.4234936237335205,2
ATEVEC.Co(ii).pdb,O,O,NE,NE,NE,NE,1.944356918334961,1.9451093673706055,100.0,100.0,100.0,100.0,2
WANRIN.Co(ii).pdb,O,O,O,O,O,O,2.0344316959381104,2.0685415267944336,2.0756747722625732,2.0944695472717285,2.1000962257385254,2.2121148109436035,2
CASWUR.Co(ii).pdb,N,N,N,N,NE,NE,1.9596604108810425,1.9617899656295776,1.9752554893493652,1.9791234731674194,100.0,100.0,2
TEJZOX.Co(ii).pdb,O,O,N,N,NE,NE,1.9006043672561646,1.9103573560714722,1.984588384628296,1.9988893270492554,100.0,100.0,2
YURQUZ.Co(ii).pdb,N,N,N,CL,CL,NE,2.1246566772460938,2.1614134311676025,2.201638698577881,2.2838823795318604,2.294834852218628,100.0,2
ZZZACM02.Co(ii).pdb,O,O,NE,NE,NE,NE,2.0761125087738037,2.0761125087738037,100.0,100.0,100.0,100.0,2
DAXHEQ.Co(ii).pdb,O,O,N,N,O,O,2.042853832244873,2.0514652729034424,2.118410110473633,2.1376147270202637,2.150179147720337,2.192835569381714,2
SUNQEY.Co(ii).pdb,O,O,O,O,N,N,2.075707197189331,2.0849080085754395,2.0964910984039307,2.1128883361816406,2.1502678394317627,2.1984188556671143,2
JELZEI01.Co(ii).pdb,N,O,O,N,NE,NE,1.863066554069519,1.8662710189819336,1.867418646812439,1.8748359680175781,100.0,100.0,2
WUSVEO.Co(ii).pdb,O,N,N,N,N,O,2.0779688358306885,2.1056084632873535,2.1079399585723877,2.131131887435913,2.1315646171569824,2.1368725299835205,2
IXUCOT.Co(ii).pdb,N,O,O,N,N,NE,2.054854393005371,2.0572986602783203,2.0923070907592773,2.0924136638641357,2.1441848278045654,100.0,2
WEBKOG.Co(ii).pdb,O,N,N,O,N,N,2.050898551940918,2.065945863723755,2.072356939315796,2.0792713165283203,2.1916637420654297,2.2105627059936523,2
MAVYUD.Co(ii).pdb,N,N,N,N,N,N,2.201625347137451,2.201794385910034,2.227318525314331,2.2273190021514893,2.240359306335449,2.240359306335449,2
GOQZOD.Co(ii).pdb,N,N,CL,CL,NE,NE,2.0477192401885986,2.0509796142578125,2.245497703552246,2.246112108230591,100.0,100.0,2
XEHNIL.Co(ii).pdb,N,O,O,O,N,N,1.889661192893982,1.893314003944397,1.952246069908142,1.9578474760055542,1.975113868713379,1.9860906600952148,2
IPECEN.Co(ii).pdb,O,O,N,N,NE,NE,1.9731159210205078,2.001311779022217,2.018460512161255,2.0376999378204346,100.0,100.0,2
SIRTUJ.Co(ii).pdb,O,O,N,O,N,NE,1.9811652898788452,2.0116097927093506,2.039252519607544,2.043973684310913,2.0590498447418213,100.0,2
VIMTIW.Co(ii).pdb,N,N,N,N,NE,NE,2.10314679145813,2.1216092109680176,2.125751256942749,2.129481315612793,100.0,100.0,2
ZUDVEB.Co(ii).pdb,N,N,NE,NE,NE,NE,2.151418924331665,2.151418924331665,100.0,100.0,100.0,100.0,2
IQEYIM.Co(ii).pdb,C,C,C,C,C,C,1.7293504476547241,1.8541028499603271,1.8785542249679565,1.87996244430542,2.4714982509613037,2.480048894882202,2
ODEJIU.Co(ii).pdb,N,N,C,NE,NE,NE,1.9699699878692627,1.9798091650009155,2.0549752712249756,100.0,100.0,100.0,2
OBIWUU.Co(ii).pdb,O,O,O,O,N,N,2.0234122276306152,2.0238213539123535,2.030099391937256,2.031010866165161,2.2190866470336914,2.2190868854522705,2
ITENOL.Co(ii).pdb,O,O,O,O,N,N,2.030005931854248,2.0374226570129395,2.1051039695739746,2.1149444580078125,2.1380670070648193,2.1658082008361816,2
XIVKIW.Co(ii).pdb,O,O,O,O,N,N,2.051586151123047,2.051586389541626,2.1106913089752197,2.1109673976898193,2.135606050491333,2.135606050491333,2
